iter,train_loss,val_loss,grad_norm_post_clip,grad_norm_pre_clip,grad_norm_hc,grad_norm_base,lr,amax_fwd_max,amax_bwd_max,h_res_row_sum_max_dev,avg_attn_entropy,residual_norm_final
150.0,4.477729290723801,nan,1.6640625,1.6640625,0.09228515625,1.65625,0.0001125,1.0,1.0,0.0,0.0,0.0
160.0,4.195445999503136,nan,2.015625,2.015625,0.1611328125,2.015625,0.00011999999999999999,1.0,1.0,0.0,0.0,0.0
170.0,4.006819427013397,nan,1.3984375,1.3984375,0.0986328125,1.3984375,0.00012749999999999998,1.0,1.0,0.0,0.0,0.0
180.0,3.8644932955503464,nan,1.8828125,1.8828125,0.1875,1.875,0.00013499999999999997,1.0,1.0,0.0,0.0,0.0
190.0,3.694823756814003,nan,1.703125,1.703125,0.11376953125,1.6953125,0.0001425,1.0,1.0,0.0,0.0,0.0
200.0,3.6293433010578156,nan,2.375,2.375,0.23046875,2.359375,0.00015,1.0,1.0,0.0,0.0,0.0
210.0,3.378103405237198,nan,1.9921875,1.9921875,0.1435546875,1.9921875,0.0001575,1.0,1.0,0.0,0.0,0.0
220.0,3.2968651354312897,nan,2.140625,2.140625,0.16796875,2.140625,0.00016499999999999997,1.0,1.0,0.0,0.0,0.0
230.0,3.1724594235420227,nan,1.8125,1.8125,0.1923828125,1.8046875,0.0001725,1.0,1.0,0.0,0.0,0.0
240.0,3.144055128097534,nan,1.984375,1.984375,0.1650390625,1.9765625,0.00017999999999999998,1.0,1.0,0.0,0.0,0.0
250.0,3.078417643904686,nan,2.0,2.0,0.10546875,2.0,0.0001875,1.0,1.0,0.0,0.0,0.0
260.0,2.9792475551366806,nan,2.234375,2.234375,0.2119140625,2.21875,0.000195,1.0,1.0,0.0,0.0,0.0
270.0,2.945910692214966,nan,3.421875,3.421875,0.4921875,3.375,0.00020249999999999996,1.0,1.0,0.0,0.0,0.0
280.0,2.8500805497169495,nan,2.078125,2.078125,0.193359375,2.078125,0.00020999999999999998,1.0,1.0,0.0,0.0,0.0
290.0,2.7330499291419983,nan,1.7265625,1.7265625,0.126953125,1.7265625,0.00021749999999999997,1.0,1.0,0.0,0.0,0.0
300.0,2.7879718989133835,nan,2.875,2.875,0.31640625,2.859375,0.000225,1.0,1.0,0.0,0.0,0.0
310.0,2.7167316675186157,nan,2.09375,2.09375,0.236328125,2.078125,0.00023249999999999996,1.0,1.0,0.0,0.0,0.0
320.0,2.634132295846939,nan,2.0625,2.0625,0.197265625,2.0625,0.00023999999999999998,1.0,1.0,0.0,0.0,0.0
330.0,2.5846461951732635,nan,1.703125,1.703125,0.38671875,1.6640625,0.0002475,1.0,1.0,0.0,0.0,0.0
340.0,2.5470151007175446,nan,1.765625,1.765625,0.361328125,1.7265625,0.00025499999999999996,1.0,1.0,0.0,0.0,0.0
350.0,2.5261728763580322,nan,1.7265625,1.7265625,0.162109375,1.71875,0.0002625,1.0,1.0,0.0,0.0,0.0
360.0,2.426534205675125,nan,1.7109375,1.7109375,0.26171875,1.6875,0.00026999999999999995,1.0,1.0,0.0,0.0,0.0
370.0,2.4525797814130783,nan,1.40625,1.40625,0.2431640625,1.3828125,0.00027749999999999997,1.0,1.0,0.0,0.0,0.0
380.0,2.4133290201425552,nan,1.1328125,1.1328125,0.11279296875,1.125,0.000285,1.0,1.0,0.0,0.0,0.0
390.0,2.346110299229622,nan,1.234375,1.234375,0.255859375,1.203125,0.0002925,1.0,1.0,0.0,0.0,0.0
400.0,2.2788995802402496,nan,1.3125,1.3125,0.26953125,1.28125,0.0003,1.0,1.0,0.0,0.0,0.0
410.0,2.2531521022319794,nan,1.1328125,1.1328125,0.134765625,1.125,0.00030749999999999994,1.0,1.0,0.0,0.0,0.0
420.0,2.2610885202884674,nan,1.0390625,1.0390625,0.146484375,1.0234375,0.000315,1.0,1.0,0.0,0.0,0.0
430.0,2.2329390048980713,nan,1.0234375,1.0234375,0.361328125,0.953125,0.0003224999999999999,1.0,1.0,0.0,0.0,0.0
440.0,2.174259051680565,nan,0.92578125,0.92578125,0.09765625,0.921875,0.00032999999999999994,1.0,1.0,0.0,0.0,0.0
450.0,2.1553807258605957,nan,0.84765625,0.84765625,0.2138671875,0.8203125,0.00033749999999999996,1.0,1.0,0.0,0.0,0.0
460.0,2.089915856719017,nan,0.98828125,0.98828125,0.37109375,0.9140625,0.000345,1.0,1.0,0.0,0.0,0.0
470.0,2.0717668011784554,nan,0.75390625,0.75390625,0.2734375,0.703125,0.00035249999999999995,1.0,1.0,0.0,0.0,0.0
480.0,2.0254755169153214,nan,0.7578125,0.7578125,0.19921875,0.73046875,0.00035999999999999997,1.0,1.0,0.0,0.0,0.0
490.0,2.0072022303938866,nan,0.8046875,0.8046875,0.33203125,0.734375,0.0003675,1.0,1.0,0.0,0.0,0.0
500.0,2.00518511980772,nan,0.81640625,0.81640625,0.412109375,0.703125,0.000375,1.0,1.0,0.0,0.0,0.0
510.0,1.9719216525554657,nan,0.71484375,0.71484375,0.10546875,0.70703125,0.0003825,1.0,1.0,0.0,0.0,0.0
520.0,1.9073737412691116,nan,0.69140625,0.69140625,0.2314453125,0.65234375,0.00039,1.0,1.0,0.0,0.0,0.0
530.0,1.9230212420225143,nan,0.76953125,0.76953125,0.208984375,0.73828125,0.00039749999999999996,1.0,1.0,0.0,0.0,0.0
540.0,1.909655936062336,nan,0.71484375,0.71484375,0.10400390625,0.70703125,0.0004049999999999999,1.0,1.0,0.0,0.0,0.0
550.0,1.9335721582174301,nan,0.609375,0.609375,0.1826171875,0.58203125,0.00041249999999999994,1.0,1.0,0.0,0.0,0.0
560.0,1.8833454549312592,nan,0.59765625,0.59765625,0.1025390625,0.58984375,0.00041999999999999996,1.0,1.0,0.0,0.0,0.0
570.0,1.819068819284439,nan,0.56640625,0.56640625,0.1826171875,0.53515625,0.0004275,1.0,1.0,0.0,0.0,0.0
580.0,1.8234983310103416,nan,0.58984375,0.58984375,0.173828125,0.5625,0.00043499999999999995,1.0,1.0,0.0,0.0,0.0
590.0,1.8479733020067215,nan,0.74609375,0.74609375,0.34765625,0.66015625,0.00044249999999999997,1.0,1.0,0.0,0.0,0.0
600.0,1.8179208934307098,nan,0.66015625,0.66015625,0.349609375,0.55859375,0.00045,1.0,1.0,0.0,0.0,0.0
610.0,1.8257474154233932,nan,0.8671875,0.8671875,0.66015625,0.55859375,0.0004575,1.0,1.0,0.0,0.0,0.0
620.0,1.8020957186818123,nan,0.75390625,0.75390625,0.53515625,0.52734375,0.0004649999999999999,1.0,1.0,0.0,0.0,0.0
630.0,1.8151971772313118,nan,0.640625,0.640625,0.369140625,0.5234375,0.00047249999999999994,1.0,1.0,0.0,0.0,0.0
640.0,1.8331725001335144,nan,0.5546875,0.5546875,0.193359375,0.5234375,0.00047999999999999996,1.0,1.0,0.0,0.0,0.0
650.0,1.7694073468446732,nan,0.578125,0.578125,0.328125,0.4765625,0.0004874999999999999,1.0,1.0,0.0,0.0,0.0
660.0,1.7570425420999527,nan,0.9453125,0.9453125,0.83203125,0.44921875,0.000495,1.0,1.0,0.0,0.0,0.0
670.0,1.7226854413747787,nan,0.416015625,0.416015625,0.07958984375,0.408203125,0.0005024999999999999,1.0,1.0,0.0,0.0,0.0
680.0,1.780794933438301,nan,0.59765625,0.59765625,0.40625,0.4375,0.0005099999999999999,1.0,1.0,0.0,0.0,0.0
690.0,1.7264763116836548,nan,0.8046875,0.8046875,0.671875,0.443359375,0.0005175,1.0,1.0,0.0,0.0,0.0
700.0,1.7035600692033768,nan,0.45703125,0.45703125,0.169921875,0.42578125,0.000525,1.0,1.0,0.0,0.0,0.0
710.0,1.7137859910726547,nan,0.5703125,0.5703125,0.427734375,0.375,0.0005325,1.0,1.0,0.0,0.0,0.0
720.0,1.6822446659207344,nan,0.54296875,0.54296875,0.3203125,0.439453125,0.0005399999999999999,1.0,1.0,0.0,0.0,0.0
730.0,1.7002017498016357,nan,0.453125,0.453125,0.205078125,0.404296875,0.0005474999999999999,1.0,1.0,0.0,0.0,0.0
740.0,1.7162704169750214,nan,1.3203125,1.3203125,1.2109375,0.52734375,0.0005549999999999999,1.0,1.0,0.0,0.0,0.0
750.0,1.6870808154344559,nan,0.369140625,0.369140625,0.126953125,0.345703125,0.0005625,1.0,1.0,0.0,0.0,0.0
760.0,1.6486452370882034,nan,0.53125,0.53125,0.404296875,0.34375,0.00057,1.0,1.0,0.0,0.0,0.0
770.0,1.6286718472838402,nan,0.578125,0.578125,0.458984375,0.353515625,0.0005775,1.0,1.0,0.0,0.0,0.0
780.0,1.6895691752433777,nan,0.4375,0.4375,0.181640625,0.3984375,0.000585,1.0,1.0,0.0,0.0,0.0
790.0,1.6337423846125603,nan,0.3671875,0.3671875,0.1806640625,0.3203125,0.0005924999999999999,1.0,1.0,0.0,0.0,0.0
800.0,1.6704664379358292,nan,0.435546875,0.435546875,0.185546875,0.39453125,0.0006,1.0,1.0,0.0,0.0,0.0
810.0,1.6127858310937881,nan,0.66796875,0.66796875,0.58984375,0.318359375,0.000599997918132997,1.0,1.0,0.0,0.0,0.0
820.0,1.608519971370697,nan,0.56640625,0.56640625,0.466796875,0.322265625,0.0005999907215969208,1.0,1.0,0.0,0.0,0.0
830.0,1.63233582675457,nan,0.60546875,0.60546875,0.515625,0.3125,0.0005999783848266887,1.0,1.0,0.0,0.0,0.0
840.0,1.6177733391523361,nan,0.83984375,0.83984375,0.78125,0.314453125,0.0005999609080571749,1.0,1.0,0.0,0.0,0.0
850.0,1.6682487204670906,nan,0.55859375,0.55859375,0.4609375,0.318359375,0.000599938291621112,1.0,1.0,0.0,0.0,0.0
860.0,1.6114141345024109,nan,0.318359375,0.318359375,0.12109375,0.29296875,0.0005999105359490843,1.0,1.0,0.0,0.0,0.0
870.0,1.6152992621064186,nan,0.435546875,0.435546875,0.287109375,0.326171875,0.0005998776415695197,1.0,1.0,0.0,0.0,0.0
880.0,1.5603156462311745,nan,0.388671875,0.388671875,0.265625,0.28515625,0.00059983960910868,1.0,1.0,0.0,0.0,0.0
890.0,1.5602125376462936,nan,0.380859375,0.380859375,0.2294921875,0.3046875,0.0005997964392906482,1.0,1.0,0.0,0.0,0.0
900.0,1.5878269523382187,nan,0.59765625,0.59765625,0.5078125,0.314453125,0.0005997481329373154,1.0,1.0,0.0,0.0,0.0
910.0,1.5560349524021149,nan,0.373046875,0.373046875,0.275390625,0.25390625,0.0005996946909683652,1.0,1.0,0.0,0.0,0.0
920.0,1.5805603563785553,nan,0.95703125,0.95703125,0.90625,0.310546875,0.0005996361144012556,1.0,1.0,0.0,0.0,0.0
930.0,1.5305177345871925,nan,0.3125,0.3125,0.158203125,0.26953125,0.0005995724043511997,1.0,1.0,0.0,0.0,0.0
940.0,1.5625518709421158,nan,0.46875,0.46875,0.369140625,0.291015625,0.0005995035620311453,1.0,1.0,0.0,0.0,0.0
950.0,1.5497044324874878,nan,0.37890625,0.37890625,0.27734375,0.2578125,0.0005994295887517508,1.0,1.0,0.0,0.0,0.0
960.0,1.51673936098814,nan,0.51171875,0.51171875,0.431640625,0.271484375,0.0005993504859213609,1.0,1.0,0.0,0.0,0.0
970.0,1.5145533308386803,nan,0.60546875,0.60546875,0.52734375,0.298828125,0.0005992662550459793,1.0,1.0,0.0,0.0,0.0
980.0,1.5271341279149055,nan,0.279296875,0.279296875,0.10888671875,0.2578125,0.0005991768977292406,1.0,1.0,0.0,0.0,0.0
990.0,1.5666840374469757,nan,0.37890625,0.37890625,0.287109375,0.2490234375,0.0005990824156723795,1.0,1.0,0.0,0.0,0.0
1000.0,1.5204482600092888,1.5278639745712281,0.353515625,0.353515625,0.263671875,0.2353515625,0.0005989828106741978,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1010.0,1.5348928049206734,1.5278639745712281,0.298828125,0.298828125,0.1591796875,0.251953125,0.0005988780846310313,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1020.0,1.5546286851167679,1.5278639745712281,0.34765625,0.34765625,0.236328125,0.255859375,0.0005987682395367127,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1030.0,1.4861616119742393,1.5278639745712281,0.56640625,0.56640625,0.5,0.26171875,0.0005986532774825343,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1040.0,1.5145116671919823,1.5278639745712281,0.427734375,0.427734375,0.345703125,0.25,0.0005985332006572083,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1050.0,1.532369650900364,1.5278639745712281,0.263671875,0.263671875,0.10986328125,0.23828125,0.000598408011346824,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1060.0,1.504296287894249,1.5278639745712281,0.53515625,0.53515625,0.466796875,0.259765625,0.0005982777119348053,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1070.0,1.4821135476231575,1.5278639745712281,0.25,0.25,0.06396484375,0.2412109375,0.0005981423049018655,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1080.0,1.4984820559620857,1.5278639745712281,0.37109375,0.37109375,0.26953125,0.255859375,0.0005980017928259591,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1090.0,1.4698120430111885,1.5278639745712281,0.24609375,0.24609375,0.08740234375,0.23046875,0.0005978561783822336,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1100.0,1.4199354872107506,1.5278639745712281,0.328125,0.328125,0.2451171875,0.21875,0.0005977054643429782,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1110.0,1.4923625066876411,1.5278639745712281,0.33203125,0.33203125,0.2421875,0.228515625,0.0005975496535775705,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1120.0,1.454863302409649,1.5278639745712281,0.44140625,0.44140625,0.37890625,0.228515625,0.0005973887490524235,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1130.0,1.4812565371394157,1.5278639745712281,0.26953125,0.26953125,0.1201171875,0.2412109375,0.000597222753830927,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1140.0,1.4609358459711075,1.5278639745712281,0.9609375,0.9609375,0.92578125,0.26171875,0.000597051671073391,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1150.0,1.4487173557281494,1.5278639745712281,0.56640625,0.56640625,0.5078125,0.2470703125,0.0005968755040369842,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1160.0,1.4612479880452156,1.5278639745712281,0.306640625,0.306640625,0.205078125,0.2275390625,0.0005966942560756735,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1170.0,1.4263665974140167,1.5278639745712281,0.546875,0.546875,0.490234375,0.2373046875,0.0005965079306401585,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1180.0,1.4333381950855255,1.5278639745712281,0.376953125,0.376953125,0.298828125,0.2294921875,0.0005963165312778073,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1190.0,1.4232737943530083,1.5278639745712281,1.3125,1.3125,1.28125,0.259765625,0.0005961200616325872,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1200.0,1.450169950723648,1.5278639745712281,0.287109375,0.287109375,0.1767578125,0.2255859375,0.0005959185254449976,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1210.0,1.4213999211788177,1.5278639745712281,0.330078125,0.330078125,0.24609375,0.2216796875,0.0005957119265519969,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1220.0,1.4690006747841835,1.5278639745712281,0.353515625,0.353515625,0.28125,0.2158203125,0.00059550026888693,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1230.0,1.4468156173825264,1.5278639745712281,0.462890625,0.462890625,0.41015625,0.2138671875,0.0005952835564794539,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1240.0,1.4569358229637146,1.5278639745712281,0.8828125,0.8828125,0.84765625,0.248046875,0.0005950617934554607,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1250.0,1.4320290610194206,1.5278639745712281,0.609375,0.609375,0.56640625,0.2197265625,0.0005948349840369982,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1260.0,1.4602224826812744,1.5278639745712281,0.59765625,0.59765625,0.55859375,0.2109375,0.0005946031325421912,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1270.0,1.4165497422218323,1.5278639745712281,0.490234375,0.490234375,0.44140625,0.21484375,0.0005943662433851575,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1280.0,1.3864492326974869,1.5278639745712281,0.35546875,0.35546875,0.28515625,0.2119140625,0.0005941243210759257,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1290.0,1.412243127822876,1.5278639745712281,0.37109375,0.37109375,0.306640625,0.2109375,0.0005938773702203477,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1300.0,1.4069731459021568,1.5278639745712281,0.251953125,0.251953125,0.142578125,0.20703125,0.0005936253955200117,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1310.0,1.4274624288082123,1.5278639745712281,0.294921875,0.294921875,0.203125,0.2138671875,0.0005933684017721528,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1320.0,1.421390876173973,1.5278639745712281,0.275390625,0.275390625,0.1748046875,0.2119140625,0.0005931063938695615,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1330.0,1.3950410783290863,1.5278639745712281,0.7265625,0.7265625,0.6953125,0.212890625,0.0005928393768004907,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1340.0,1.401051588356495,1.5278639745712281,0.33203125,0.33203125,0.263671875,0.201171875,0.0005925673556485603,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1350.0,1.4061667397618294,1.5278639745712281,0.361328125,0.361328125,0.291015625,0.2119140625,0.0005922903355926612,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1360.0,1.386297546327114,1.5278639745712281,0.2890625,0.2890625,0.208984375,0.19921875,0.0005920083219068558,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1370.0,1.3977555483579636,1.5278639745712281,0.345703125,0.345703125,0.27734375,0.205078125,0.000591721319960278,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1380.0,1.402262106537819,1.5278639745712281,1.1875,1.1875,1.171875,0.2265625,0.0005914293352170313,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1390.0,1.3752705678343773,1.5278639745712281,0.404296875,0.404296875,0.349609375,0.203125,0.0005911323732360845,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1400.0,1.392508901655674,1.5278639745712281,0.232421875,0.232421875,0.10498046875,0.20703125,0.0005908304396711654,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1410.0,1.3641752675175667,1.5278639745712281,0.7265625,0.7265625,0.69140625,0.2236328125,0.0005905235402706539,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1420.0,1.371386930346489,1.5278639745712281,0.5859375,0.5859375,0.55078125,0.2041015625,0.0005902116808774724,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1430.0,1.386824831366539,1.5278639745712281,0.466796875,0.466796875,0.416015625,0.2109375,0.000589894867428974,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1440.0,1.3531842306256294,1.5278639745712281,0.283203125,0.283203125,0.189453125,0.2109375,0.0005895731059568303,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1450.0,1.4051378518342972,1.5278639745712281,0.2392578125,0.2392578125,0.11376953125,0.2099609375,0.0005892464025869155,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1460.0,1.3552830889821053,1.5278639745712281,0.419921875,0.419921875,0.3671875,0.2041015625,0.0005889147635391911,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1470.0,1.3487571999430656,1.5278639745712281,0.55859375,0.55859375,0.51953125,0.205078125,0.0005885781951275866,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1480.0,1.3871126994490623,1.5278639745712281,0.337890625,0.337890625,0.275390625,0.1943359375,0.0005882367037598792,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1490.0,1.3706301227211952,1.5278639745712281,0.291015625,0.291015625,0.2099609375,0.203125,0.0005878902959375726,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1500.0,1.3503307029604912,1.5278639745712281,1.0234375,1.0234375,0.99609375,0.22265625,0.000587538978255772,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1510.0,1.344034917652607,1.5278639745712281,0.56640625,0.56640625,0.53125,0.19140625,0.0005871827574030601,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1520.0,1.318660892546177,1.5278639745712281,0.69140625,0.69140625,0.66015625,0.1943359375,0.0005868216401613679,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1530.0,1.3156866505742073,1.5278639745712281,1.1796875,1.1796875,1.1640625,0.2001953125,0.0005864556334058476,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1540.0,1.3401277735829353,1.5278639745712281,0.453125,0.453125,0.41015625,0.1943359375,0.0005860847441047402,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1550.0,1.3806752189993858,1.5278639745712281,0.419921875,0.419921875,0.373046875,0.19140625,0.0005857089793192432,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1560.0,1.3296770378947258,1.5278639745712281,0.328125,0.328125,0.265625,0.19140625,0.0005853283462033765,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1570.0,1.3550526648759842,1.5278639745712281,0.37890625,0.37890625,0.3203125,0.2001953125,0.0005849428520038459,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1580.0,1.3436593413352966,1.5278639745712281,0.34375,0.34375,0.28125,0.197265625,0.0005845525040599055,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1590.0,1.370670460164547,1.5278639745712281,0.416015625,0.416015625,0.37109375,0.1884765625,0.0005841573098032172,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1600.0,1.3517850786447525,1.5278639745712281,0.439453125,0.439453125,0.3984375,0.185546875,0.0005837572767577101,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1610.0,1.3540337905287743,1.5278639745712281,0.3828125,0.3828125,0.330078125,0.1962890625,0.0005833524125394367,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1620.0,1.3158158287405968,1.5278639745712281,0.86328125,0.86328125,0.83984375,0.1884765625,0.0005829427248564285,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1630.0,1.3744095340371132,1.5278639745712281,0.25,0.25,0.13671875,0.2099609375,0.000582528221508548,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1640.0,1.269064113497734,1.5278639745712281,0.38671875,0.38671875,0.333984375,0.193359375,0.0005821089103873415,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1650.0,1.315517857670784,1.5278639745712281,0.6484375,0.6484375,0.62109375,0.189453125,0.0005816847994758883,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1660.0,1.3514046967029572,1.5278639745712281,0.2109375,0.2109375,0.08544921875,0.1923828125,0.0005812558968486491,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1670.0,1.3146416768431664,1.5278639745712281,0.376953125,0.376953125,0.328125,0.1865234375,0.0005808222106713115,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1680.0,1.3113763853907585,1.5278639745712281,0.6015625,0.6015625,0.5703125,0.1884765625,0.000580383749200635,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1690.0,1.3375030755996704,1.5278639745712281,0.671875,0.671875,0.64453125,0.1943359375,0.0005799405207842941,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
1700.0,1.3428325280547142,1.5278639745712281,0.40234375,0.40234375,0.35546875,0.1884765625,0.0005794925338607191,1.2019424438476562,1.2019424438476562,0.00348818302154541,5.078131655852,281.3294677734375
